Word 1,Word 2,Proc_Score
love,sex,0.18870319644014985
tiger,cat,0.47861236769008336
tiger,tiger,1.0000000000000013
book,paper,0.25565024632179656
computer,keyboard,0.33252980064796595
computer,internet,0.3304259906721991
plane,car,0.31052875140637615
train,car,0.36498193384600996
telephone,communication,0.3590724748891647
television,radio,0.5591659435426741
media,radio,0.5
drug,abuse,0.3572598379666991
bread,butter,0.7914403973660259
cucumber,potato,0.8884149024694704
doctor,nurse,0.38134443155502096
professor,doctor,0.26326066052511543
student,professor,0.16524961500136892
smart,student,0.15333409427533445
smart,stupid,0.6558622137421896
company,stock,0.18870692866728164
stock,market,0.2737424539103249
stock,phone,0.14307913969569894
stock,CD,0.5
stock,jaguar,0.26558493480069717
stock,egg,0.21521204502990152
fertility,egg,0.6121833220006774
stock,live,0.08132797923804523
stock,life,0.04961637229453392
book,library,0.12125836988163732
bank,money,0.1395904056539125
wood,forest,0.23791522060418296
money,cash,0.4696907281329394
professor,cucumber,0.22199376836325174
king,cabbage,0.23641555421891505
king,queen,0.27261452546856124
king,rook,0.2582600966200145
bishop,rabbi,0.42799483511418623
Jerusalem,Israel,0.5
Jerusalem,Palestinian,0.5
holy,sex,0.06269521838505998
fuck,sex,0.23668316004938833
Maradona,football,0.5
football,soccer,0.6240676652399727
football,basketball,0.598401761896032
football,tennis,0.4514963539615989
tennis,racket,0.18221596000153506
Arafat,peace,0.5
Arafat,terror,0.5
Arafat,Jackson,0.5
law,lawyer,0.25408850160993707
movie,star,0.18735934821897468
movie,popcorn,0.25065780612876193
movie,critic,0.10987315613950395
movie,theater,0.23186709200396297
physics,proton,0.5
physics,chemistry,0.5
space,chemistry,0.14353720804371897
alcohol,chemistry,0.15160448598848394
vodka,gin,0.9642534235645863
vodka,brandy,0.9655673526372583
drink,car,0.16384006604135717
drink,ear,0.3690403742272307
drink,mouth,0.14189691714763217
drink,eat,0.4686699429409422
baby,mother,0.26063133482340983
drink,mother,0.10339156644146068
car,automobile,0.5304349283077083
gem,jewel,0.8994278758524035
journey,voyage,0.5085111964027957
boy,lad,0.3172573730138705
coast,shore,0.4047515283832877
asylum,madhouse,0.8050496602606404
magician,wizard,0.8429424718012182
midday,noon,0.9204187731760599
furnace,stove,0.9170864385212404
food,fruit,0.3650806046526585
bird,cock,0.3203309673291735
bird,crane,0.3595497029523034
tool,implement,0.41611837400786833
brother,monk,0.3211845778644925
crane,implement,0.48766112223350816
lad,brother,0.23908663099222038
journey,car,0.10854740552407419
monk,oracle,0.6041988453118199
cemetery,woodland,0.290063775799101
food,rooster,0.26714653331711
coast,hill,0.13027510154266286
forest,graveyard,0.2417080321566296
shore,woodland,0.21364711857988775
monk,slave,0.31911690008575133
coast,forest,0.11002428136001038
lad,wizard,0.8194051934360509
chord,smile,0.7811750520641823
glass,magician,0.28278423863883545
noon,string,0.2506319475355046
rooster,voyage,0.4839909379852553
money,dollar,0.2622667425662676
money,cash,0.4696907281329394
money,currency,0.2784917504538792
money,wealth,0.2979249845177278
money,property,0.2250759098807437
money,possession,0.20116192924079565
money,bank,0.1395904056539125
money,deposit,0.2305911016214163
money,withdrawal,0.1484152350575301
money,laundering,0.20974075382419424
money,operation,0.08553702945992318
tiger,jaguar,0.5329224854733856
tiger,feline,0.49715279425318964
tiger,carnivore,0.4951278394693728
tiger,mammal,0.4709846739728107
tiger,animal,0.2566067719358263
tiger,organism,0.4307149630153528
tiger,fauna,0.4501132656918888
tiger,zoo,0.3171737492257564
psychology,psychiatry,0.387162271286375
psychology,anxiety,0.2683053818332946
psychology,fear,0.0900532942065732
psychology,depression,0.12166353977064069
psychology,clinic,0.25413990503183326
psychology,doctor,0.10488692704611714
psychology,Freud,0.5
psychology,mind,0.18470274885442928
psychology,health,0.23760338497575986
psychology,science,0.5111778288019928
psychology,discipline,0.3411538119515654
psychology,cognition,0.3306882079242616
planet,star,0.23299620375287167
planet,constellation,0.23804827705046994
planet,moon,0.2746472488953671
planet,sun,0.18309868670139642
planet,galaxy,0.34325802116294934
planet,space,0.17121186064057928
planet,astronomer,0.20011090892653163
precedent,example,0.14876827280537683
precedent,information,0.2458121581537485
precedent,cognition,0.9108687690323244
precedent,law,0.20911092637589487
precedent,collection,0.19489941951088413
precedent,group,0.22355485438741837
precedent,antecedent,0.930251934034817
cup,coffee,0.07022653248912036
cup,tableware,0.1736076771984956
cup,article,0.016390084260139968
cup,artifact,0.13842423714645857
cup,object,0.016305349875362807
cup,entity,0.05577994139434434
cup,drink,0.06853748252982624
cup,food,0.03678954628622411
cup,substance,0.060385601079392164
cup,liquid,0.05525213688000526
jaguar,cat,0.44857731546943125
jaguar,car,0.2792561318939338
energy,secretary,0.04389588253436058
secretary,senate,0.2314361877651201
energy,laboratory,0.22782413587467917
computer,laboratory,0.360943918614576
weapon,secret,0.13845575062507307
FBI,fingerprint,0.5
FBI,investigation,0.5
investigation,effort,0.24703570348000334
Mars,water,0.5
Mars,scientist,0.5
news,report,0.22278274715010757
canyon,landscape,0.22549803157547785
image,surface,0.22394015602857606
discovery,space,0.16190475017551853
water,seepage,0.27321941389672744
sign,recess,0.20407624427582216
Wednesday,news,0.5
mile,kilometer,0.28251054265761716
computer,news,0.12598159164116718
territory,surface,0.07807757100239072
atmosphere,landscape,0.33782112227439354
president,medal,0.04956225793150142
war,troops,0.5
record,number,0.0610249760318631
skin,eye,0.4182407807980323
Japanese,American,0.5
theater,history,0.14011966555753266
volunteer,motto,0.2213939894917593
prejudice,recognition,0.207527707093752
decoration,valor,0.7656449756402427
century,year,0.16499787723168094
century,nation,0.04743235142051093
delay,racism,0.5250054623136494
delay,news,0.12546998230503245
minister,party,0.08906039479963883
peace,plan,0.10675201833080787
minority,peace,0.13124454441466132
attempt,peace,0.05194442319471496
government,crisis,0.14824805709165478
deployment,departure,0.2953579133633337
deployment,withdrawal,0.5621490869528476
energy,crisis,0.14996883060911917
announcement,news,0.20069107684549892
announcement,effort,0.17780953732858157
stroke,hospital,0.1526146406266592
disability,death,0.1309187470421822
victim,emergency,0.14217841916134813
treatment,recovery,0.3721066176166616
journal,association,0.23013391935995303
doctor,personnel,0.11483335888689654
doctor,liability,0.19164706363814715
liability,insurance,0.3737561469558748
school,center,0.16061684360376924
reason,hypertension,0.10734534532786631
reason,criterion,0.18203533431485608
hundred,percent,0.2663324943541404
Harvard,Yale,0.5
hospital,infrastructure,0.12788134862586137
death,row,0.06805829074731189
death,inmate,0.15985993136203977
lawyer,evidence,0.050259438805297346
life,death,0.14504389790825367
life,term,0.07581812028940749
word,similarity,0.2106752734702923
board,recommendation,0.17206252082734533
governor,interview,0.11924262302770627
OPEC,country,0.5
