Word 1,Word 2,Proc_Score
love,sex,0.740173207946092
tiger,cat,0.943521711010126
tiger,tiger,1.0000000000000002
book,paper,0.9453519898478995
computer,keyboard,0.6897778985178367
computer,internet,0.5580591065711743
plane,car,0.9340537462038779
train,car,0.8259779165401666
telephone,communication,0.5539305983629066
television,radio,0.649741378357924
media,radio,0.5
drug,abuse,0.5565229782933138
bread,butter,0.9179001060537428
cucumber,potato,0.49119588833981404
doctor,nurse,0.7297984677412391
professor,doctor,0.6236955098936451
student,professor,0.6704013966204928
smart,student,0.7834464784844128
smart,stupid,0.8199493530472376
company,stock,0.587839078975795
stock,market,0.6253738956109436
stock,phone,0.4550107330707401
stock,CD,0.5
stock,jaguar,0.6256843624854534
stock,egg,0.5644191750189157
fertility,egg,0.5666487636917312
stock,live,0.3882873700757054
stock,life,0.45549618008125287
book,library,0.8755096294841641
bank,money,0.7313175476323103
wood,forest,0.7810676881028713
money,cash,0.7496575058814258
professor,cucumber,0.29856979968874686
king,cabbage,0.6139420680933646
king,queen,0.9352518531032145
king,rook,0.6969412941737761
bishop,rabbi,0.8955865985120206
Jerusalem,Israel,0.5
Jerusalem,Palestinian,0.5
holy,sex,0.4332502023778078
fuck,sex,0.5609264414796066
Maradona,football,0.5
football,soccer,0.8478213041270899
football,basketball,0.6944220101906379
football,tennis,0.428713088185042
tennis,racket,0.39872238158222967
Arafat,peace,0.5
Arafat,terror,0.5
Arafat,Jackson,0.5
law,lawyer,0.533541555761371
movie,star,0.7001260698618832
movie,popcorn,0.5799702109342478
movie,critic,0.36476926018576217
movie,theater,0.7216858786805718
physics,proton,0.5
physics,chemistry,0.5
space,chemistry,0.8008351925002248
alcohol,chemistry,0.807104553276131
vodka,gin,0.7657206748910947
vodka,brandy,0.9277586019787142
drink,car,0.6800267370887675
drink,ear,0.6541885326516496
drink,mouth,0.4947485452382341
drink,eat,0.8100891727035533
baby,mother,0.5227225282901479
drink,mother,0.3900300392731796
car,automobile,0.6270339947912018
gem,jewel,0.9399584301799992
journey,voyage,0.9305866747099841
boy,lad,0.8754952965181932
coast,shore,0.8371265127908529
asylum,madhouse,0.5963332461053222
magician,wizard,0.8549727963083836
midday,noon,0.844684149623145
furnace,stove,0.8374688240246333
food,fruit,0.7944006937829557
bird,cock,0.745263346857821
bird,crane,0.8262398805758319
tool,implement,0.5065794797481964
brother,monk,0.3844059113289168
crane,implement,0.42666570879309806
lad,brother,0.34496619230137154
journey,car,0.7958204396933379
monk,oracle,0.6474796601507851
cemetery,woodland,0.6797124320889438
food,rooster,0.6649635613874807
coast,hill,0.5903221593871989
forest,graveyard,0.8171179235640514
shore,woodland,0.5888459585843328
monk,slave,0.7751825912527417
coast,forest,0.618808170668872
lad,wizard,0.7626528384405746
chord,smile,0.7791544488893198
glass,magician,0.7275930895147211
noon,string,0.2501713831993672
rooster,voyage,0.7027918112556538
money,dollar,0.39435143241786746
money,cash,0.7496575058814258
money,currency,0.8306888102804509
money,wealth,0.7592710159987549
money,property,0.8351681980684131
money,possession,0.598121898635266
money,bank,0.7313175476323103
money,deposit,0.786445214597917
money,withdrawal,0.7599830743243667
money,laundering,0.15833316305764986
money,operation,0.789007247084251
tiger,jaguar,0.9486127064236631
tiger,feline,0.8841221988926163
tiger,carnivore,0.6655479831067976
tiger,mammal,0.4737061610861398
tiger,animal,0.8120849957793482
tiger,organism,0.7246262271065571
tiger,fauna,0.5885887489232432
tiger,zoo,0.9180515352921244
psychology,psychiatry,0.9237281793428221
psychology,anxiety,0.7895722157167148
psychology,fear,0.7344218089636895
psychology,depression,0.51428591444399
psychology,clinic,0.6819289297754932
psychology,doctor,0.5848528225895041
psychology,Freud,0.5
psychology,mind,0.7605359856906602
psychology,health,0.7364135365714091
psychology,science,0.8415898627498821
psychology,discipline,0.8390960028967489
psychology,cognition,0.8721423556724242
planet,star,0.728216628353218
planet,constellation,0.9324284892155498
planet,moon,0.9432778065340133
planet,sun,0.9457725887978656
planet,galaxy,0.9450014285022836
planet,space,0.6908271687118328
planet,astronomer,0.4728486029367952
precedent,example,0.642030681525856
precedent,information,0.5244892106645553
precedent,cognition,0.4147396081026055
precedent,law,0.6434572078974166
precedent,collection,0.6009378237868177
precedent,group,0.7430484853194113
precedent,antecedent,0.5352043290748385
cup,coffee,0.31291365552405637
cup,tableware,0.2957471743260188
cup,article,0.22721240654169464
cup,artifact,0.24971340579348839
cup,object,0.2532548214395653
cup,entity,0.2633752675652912
cup,drink,0.2672849734122187
cup,food,0.3333322948557401
cup,substance,0.29302758720541916
cup,liquid,0.3091637194715121
jaguar,cat,0.95929476604767
jaguar,car,0.9292238622571606
energy,secretary,0.7405846255780213
secretary,senate,0.3800747168129463
energy,laboratory,0.7581810722444063
computer,laboratory,0.7703337478236576
weapon,secret,0.8936146704712127
FBI,fingerprint,0.5
FBI,investigation,0.5
investigation,effort,0.44925978078681345
Mars,water,0.5
Mars,scientist,0.5
news,report,0.722699520672575
canyon,landscape,0.776390270811367
image,surface,0.7538094439948407
discovery,space,0.738846282198118
water,seepage,0.7657116259226703
sign,recess,0.5817281441570391
Wednesday,news,0.5
mile,kilometer,0.8418538701627055
computer,news,0.7018365673924586
territory,surface,0.9359113597171935
atmosphere,landscape,0.8944281374942645
president,medal,0.4234498835143334
war,troops,0.5
record,number,0.7174191967466589
skin,eye,0.8973776171835995
Japanese,American,0.5
theater,history,0.8176566521267125
volunteer,motto,0.4372561872908059
