Word 1,Word 2,Proc_Score
love,sex,0.2771566785965509
tiger,cat,0.5069322569316423
tiger,tiger,1.0000000000000007
book,paper,0.31125114708673196
computer,keyboard,0.36571123322993687
computer,internet,0.42374878381754116
plane,car,0.343803737144074
train,car,0.4073632837588125
telephone,communication,0.38535506321773166
television,radio,0.5960204285488616
media,radio,0.5
drug,abuse,0.4854629829966909
bread,butter,0.6984030369498877
cucumber,potato,0.7852927052350889
doctor,nurse,0.4374062079445275
professor,doctor,0.30725942492652303
student,professor,0.24475810803339054
smart,student,0.1562593357684689
smart,stupid,0.5313588431290103
company,stock,0.2867249118756671
stock,market,0.3450813943390986
stock,phone,0.17431995571560505
stock,CD,0.5
stock,jaguar,0.2867674113784509
stock,egg,0.19737226172979064
fertility,egg,0.41195855335291887
stock,live,0.10085037723326562
stock,life,0.05557211096378542
book,library,0.14673687401380792
bank,money,0.16024284510519668
wood,forest,0.272608314305642
money,cash,0.5486733408721652
professor,cucumber,0.25756616836106644
king,cabbage,0.263139429520127
king,queen,0.46795495068096166
king,rook,0.29686559181624034
bishop,rabbi,0.42038898583632023
Jerusalem,Israel,0.5
Jerusalem,Palestinian,0.5
holy,sex,0.085821682868749
fuck,sex,0.3179643738729011
Maradona,football,0.5
football,soccer,0.6416656728873855
football,basketball,0.616207581966329
football,tennis,0.4750810494341179
tennis,racket,0.20573285257974566
Arafat,peace,0.5
Arafat,terror,0.5
Arafat,Jackson,0.5
law,lawyer,0.2793978505139205
movie,star,0.30028644452179365
movie,popcorn,0.2961128313289904
movie,critic,0.21426365721651883
movie,theater,0.272564453784608
physics,proton,0.5
physics,chemistry,0.5
space,chemistry,0.16628829126905462
alcohol,chemistry,0.16258641528619172
vodka,gin,0.9293219041773986
vodka,brandy,0.9352293491620646
drink,car,0.17803358765051333
drink,ear,0.2744205007824271
drink,mouth,0.14731835722729777
drink,eat,0.5605113109879656
baby,mother,0.40342128672726446
drink,mother,0.13429413949707072
car,automobile,0.5794352082250803
gem,jewel,0.8196841468031362
journey,voyage,0.5297092075935383
boy,lad,0.37231720285652825
coast,shore,0.4061391475198098
asylum,madhouse,0.5897071208579865
magician,wizard,0.7126879098378325
midday,noon,0.8259473178762485
furnace,stove,0.8412194519248771
food,fruit,0.4343065238572614
bird,cock,0.3402342883555388
bird,crane,0.34988696354075166
tool,implement,0.45239208185060387
brother,monk,0.36332259781670334
crane,implement,0.23690623268059946
lad,brother,0.2988114216413896
journey,car,0.12970408877694634
monk,oracle,0.3820887154668749
cemetery,woodland,0.30334687426181556
food,rooster,0.2909062970495093
coast,hill,0.14249441767846904
forest,graveyard,0.27995953191800366
shore,woodland,0.23952213924973434
monk,slave,0.2715866663598621
coast,forest,0.1615359588468964
lad,wizard,0.6726726125541794
chord,smile,0.5688633146915045
glass,magician,0.2661631576185986
noon,string,0.2289813557440216
rooster,voyage,0.3048752728230772
money,dollar,0.3410235172440186
money,cash,0.5486733408721652
money,currency,0.34563905945191675
money,wealth,0.3581783316205995
money,property,0.29770150911999965
money,possession,0.22341652978058457
money,bank,0.16024284510519668
money,deposit,0.33065144038168953
money,withdrawal,0.14786318945015192
money,laundering,0.2695037471903706
money,operation,0.10249295620882934
tiger,jaguar,0.49797037128820665
tiger,feline,0.43300249551835407
tiger,carnivore,0.4290745964011284
tiger,mammal,0.376915362280026
tiger,animal,0.28771935666522735
tiger,organism,0.29225158012469055
tiger,fauna,0.3267109789445919
tiger,zoo,0.25750046559510603
psychology,psychiatry,0.4956412620041174
psychology,anxiety,0.29658169294322023
psychology,fear,0.11564976833321276
psychology,depression,0.125766248782338
psychology,clinic,0.2569574416122979
psychology,doctor,0.20196960993383534
psychology,Freud,0.5
psychology,mind,0.2337034734755721
psychology,health,0.3040375844470352
psychology,science,0.6123524997149169
psychology,discipline,0.41506694708256364
psychology,cognition,0.40443833696644776
planet,star,0.2564148724882766
planet,constellation,0.26507023336610935
planet,moon,0.3541328837047173
planet,sun,0.267316189493704
planet,galaxy,0.40134277203309726
planet,space,0.221533227552478
planet,astronomer,0.19904353109108658
precedent,example,0.2984735251134993
precedent,information,0.28012304610121885
precedent,cognition,0.7835328503783462
precedent,law,0.2989413514670969
precedent,collection,0.21625496445893425
precedent,group,0.2141445838431254
precedent,antecedent,0.835059218399558
cup,coffee,0.092773756782241
cup,tableware,0.2008592912185232
cup,article,0.02608571495557903
cup,artifact,0.13814495551075257
cup,object,0.01654162692282916
cup,entity,0.045042105837629014
cup,drink,0.06836746971035412
cup,food,0.05086405398912707
cup,substance,0.032377594111544915
cup,liquid,0.04235832962824975
