Word 1,Word 2,Proc_Score
love,sex,0.8700589521762836
tiger,cat,0.9721884882113078
tiger,tiger,1.0
book,paper,0.9623863175614932
computer,keyboard,0.8678755014575671
computer,internet,0.7491058410468379
plane,car,0.9528071327348423
train,car,0.9186993552041177
telephone,communication,0.8080888765191787
television,radio,0.8293100637071746
media,radio,0.5
drug,abuse,0.7732155220134301
bread,butter,0.9217188680678259
cucumber,potato,0.783087392108901
doctor,nurse,0.8237861678508613
professor,doctor,0.7775408440688896
student,professor,0.8443978116942182
smart,student,0.8632938012558187
smart,stupid,0.9059282277929399
company,stock,0.8631956837465126
stock,market,0.8830287518334199
stock,phone,0.7443376543040382
stock,CD,0.5
stock,jaguar,0.8768375859650772
stock,egg,0.8478915198409381
fertility,egg,0.7921331706399563
stock,live,0.7397211789433996
stock,life,0.7209853746697337
book,library,0.9499646578828101
bank,money,0.8194975521962313
wood,forest,0.8820725408687107
money,cash,0.8385825522994255
professor,cucumber,0.5873760303444018
king,cabbage,0.7049608295428641
king,queen,0.9614021372765064
king,rook,0.7889176757776125
bishop,rabbi,0.9217615647995225
Jerusalem,Israel,0.5
Jerusalem,Palestinian,0.5
holy,sex,0.7549129702886616
fuck,sex,0.7291691923563982
Maradona,football,0.5
football,soccer,0.8593774609647338
football,basketball,0.8027276844569233
football,tennis,0.666772002788211
tennis,racket,0.6703943540288096
Arafat,peace,0.5
Arafat,terror,0.5
Arafat,Jackson,0.5
law,lawyer,0.5655837524299266
movie,star,0.9372752967958375
movie,popcorn,0.7309642770410232
movie,critic,0.7574795499749597
movie,theater,0.9481267668968768
physics,proton,0.5
physics,chemistry,0.5
space,chemistry,0.8183133138106793
alcohol,chemistry,0.7987526584898265
vodka,gin,0.881289654407089
vodka,brandy,0.9400757320992817
drink,car,0.8231492608854747
drink,ear,0.7962040487852946
drink,mouth,0.6386353670570026
drink,eat,0.8200737762238465
baby,mother,0.7101747089533051
drink,mother,0.6225993342970729
car,automobile,0.8451862572307917
gem,jewel,0.9732088032404493
journey,voyage,0.9665457689482287
boy,lad,0.9555914738968249
coast,shore,0.9556875731613345
asylum,madhouse,0.7638622553927527
magician,wizard,0.9002415054903118
midday,noon,0.8919697267896464
furnace,stove,0.9509316452379171
food,fruit,0.8878044624295788
bird,cock,0.8916933990125543
bird,crane,0.9134185270250399
tool,implement,0.5091790159724241
brother,monk,0.5223837598682258
crane,implement,0.5312562867201465
lad,brother,0.5293758490698414
journey,car,0.9020793704835559
monk,oracle,0.7829594506826009
cemetery,woodland,0.7275264755473962
food,rooster,0.7933027143154283
coast,hill,0.8259532841456383
forest,graveyard,0.9043326305862439
shore,woodland,0.664588611139403
monk,slave,0.9269662325388512
coast,forest,0.8266071007933106
lad,wizard,0.851560394156873
chord,smile,0.8774338041741618
glass,magician,0.8469432564543383
noon,string,0.4495248574361028
rooster,voyage,0.852136553898079
money,dollar,0.7136147083542982
money,cash,0.8385825522994255
money,currency,0.8664934249510868
money,wealth,0.8337391617789596
money,property,0.8889753174112736
money,possession,0.7725339242028598
money,bank,0.8194975521962313
money,deposit,0.8519366949236001
money,withdrawal,0.8404207475369666
money,laundering,0.36202916137545954
money,operation,0.8549117957360506
tiger,jaguar,0.9752223636734361
tiger,feline,0.9154070234870679
tiger,carnivore,0.8083876274972701
tiger,mammal,0.7010008072303802
tiger,animal,0.8918290803852817
tiger,organism,0.8638951013469001
tiger,fauna,0.6394793975162361
tiger,zoo,0.9462731648069352
psychology,psychiatry,0.947535028646995
psychology,anxiety,0.8107361708525956
psychology,fear,0.8230797964233377
psychology,depression,0.602760613239861
psychology,clinic,0.6898274137926347
psychology,doctor,0.7037433605681132
psychology,Freud,0.5
psychology,mind,0.8306116440627415
psychology,health,0.8566423134705275
psychology,science,0.9213439052989679
psychology,discipline,0.870762594713163
psychology,cognition,0.90123508776052
planet,star,0.9200845404788065
planet,constellation,0.8640039871474374
planet,moon,0.9681081965741986
planet,sun,0.9563496468975254
planet,galaxy,0.9536030940409056
planet,space,0.8893241556926574
planet,astronomer,0.7356876902614172
precedent,example,0.7151638182410374
precedent,information,0.6863115903833602
precedent,cognition,0.502414482658552
precedent,law,0.7221411647464532
precedent,collection,0.7502177907330251
precedent,group,0.8331539429676057
precedent,antecedent,0.7382344046794255
cup,coffee,0.585185100390495
cup,tableware,0.46707948274082467
cup,article,0.6695659623564291
cup,artifact,0.6349641469378711
cup,object,0.6550899989378233
cup,entity,0.6028369527997341
cup,drink,0.546036560013138
cup,food,0.5582017718921686
cup,substance,0.612069385002224
cup,liquid,0.6221940959169581
jaguar,cat,0.969823920517729
jaguar,car,0.9473839941596585
energy,secretary,0.8534672776077976
secretary,senate,0.8037983673577864
energy,laboratory,0.8683424506402855
computer,laboratory,0.8603094462040832
weapon,secret,0.9462647562757255
FBI,fingerprint,0.5
FBI,investigation,0.5
investigation,effort,0.673648950058314
Mars,water,0.5
Mars,scientist,0.5
news,report,0.8731274525931718
canyon,landscape,0.9301036529203669
image,surface,0.8746585473598395
discovery,space,0.8790616269402937
water,seepage,0.8908926883436276
sign,recess,0.8000033888607159
Wednesday,news,0.5
mile,kilometer,0.7371587469809984
computer,news,0.8432811109068937
territory,surface,0.9568218593129099
atmosphere,landscape,0.9543216561143312
president,medal,0.7723843714181212
war,troops,0.5
record,number,0.7654916387824263
skin,eye,0.944608117520557
Japanese,American,0.5
theater,history,0.9340344943508541
volunteer,motto,0.650165491223049
prejudice,recognition,0.7148761367347993
decoration,valor,0.7942239355097838
century,year,0.664631353150913
century,nation,0.6935900011219243
delay,racism,0.6622668239629266
delay,news,0.8716331355666883
minister,party,0.687680893333225
peace,plan,0.8345885668123859
minority,peace,0.8234358442571814
attempt,peace,0.40068947272114347
government,crisis,0.9343901217298312
deployment,departure,0.8325269425727629
deployment,withdrawal,0.9271906586801312
energy,crisis,0.837180217519677
announcement,news,0.840631656025707
announcement,effort,0.6184266096510753
stroke,hospital,0.7642984158910806
disability,death,0.6404124899173449
victim,emergency,0.7368188333224102
treatment,recovery,0.9113870269555918
journal,association,0.930245888815942
doctor,personnel,0.4249207441767982
doctor,liability,0.7914750642647481
liability,insurance,0.7690442373578275
school,center,0.6219172351151856
reason,hypertension,0.3641019077639833
reason,criterion,0.8803333042694533
hundred,percent,0.37301574237589247
Harvard,Yale,0.5
hospital,infrastructure,0.7455839766216161
death,row,0.5887609017760389
death,inmate,0.603637119258085
lawyer,evidence,0.4175838134619065
life,death,0.8268521264630947
life,term,0.6407417455756012
word,similarity,0.8670432960538687
board,recommendation,0.935685834493256
governor,interview,0.37518756082470384
OPEC,country,0.5
peace,atmosphere,0.9007379795722584
peace,insurance,0.7685069831894668
territory,kilometer,0.47540872285654573
travel,activity,0.6342560693394823
competition,price,0.909212089646039
consumer,confidence,0.8359912893559149
consumer,energy,0.9125213605341393
problem,airport,0.8270132493559204
car,flight,0.919210475148219
credit,card,0.8142841518042536
credit,information,0.8411900429970779
hotel,reservation,0.9006414045201387
grocery,money,0.4031961215492554
registration,arrangement,0.8825543749651317
arrangement,accommodation,0.7549452354906099
month,hotel,0.8716456670272318
type,kind,0.9339478067023457
arrival,hotel,0.7928116613262516
bed,closet,0.947235731459205
closet,clothes,0.734861345041129
situation,conclusion,0.9188764976800997
situation,isolation,0.804570159627768
impartiality,interest,0.6665272230927943
direction,combination,0.7328581933785545
street,place,0.8090347688930336
street,avenue,0.9440784395050248
street,block,0.8710754215655981
street,children,0.5
listing,proximity,0.07150320235102374
listing,category,0.12171956328978777
cell,phone,0.824368275231883
