student,professor,0.28
street,block,0.2
coast,shore,0.46
consumer,confidence,0.22
drink,mother,0.21
food,fruit,0.42
food,rooster,0.15
size,prominence,0.17
soap,opera,0.18
cup,article,0.02
consumer,energy,0.31
focus,life,0.16
drink,eat,0.56
investor,earning,0.15
problem,challenge,0.26
arrangement,accommodation,0.27
school,center,0.21
country,citizen,0.17
possibility,girl,0.14
impartiality,interest,0.13
computer,laboratory,0.38
championship,tournament,0.6
disability,death,0.16
death,inmate,0.29
game,team,0.29
credit,information,0.27
day,dawn,0.26
travel,activity,0.19
attempt,peace,0.17
tiger,jaguar,0.4
psychology,psychiatry,0.54
game,round,0.23
psychology,clinic,0.2
cup,object,0.01
chance,credibility,0.24
production,crew,0.16
weather,forecast,0.33
word,similarity,0.31
summer,nature,0.04
bird,cock,0.26
investigation,effort,0.23
money,dollar,0.35
coast,hill,0.15
preservation,world,0.08
tennis,racket,0.11
announcement,production,0.13
territory,kilometer,0.13
observation,architecture,0.17
tool,implement,0.42
delay,racism,0.29
type,kind,0.45
tiger,animal,0.29
money,wealth,0.37
dollar,buck,0.14
dollar,profit,0.31
money,laundering,0.21
journey,voyage,0.56
treatment,recovery,0.43
image,surface,0.27
psychology,health,0.26
theater,history,0.16
opera,performance,0.2
midday,noon,0.54
journey,car,0.14
nature,man,0.2
cell,phone,0.21
movie,critic,0.16
announcement,effort,0.18
competition,price,0.09
car,flight,0.21
rock,jazz,0.47
movie,popcorn,0.18
drink,mouth,0.22
territory,surface,0.11
asylum,madhouse,0.14
glass,metal,0.48
precedent,law,0.29
governor,office,0.24
minister,party,0.21
smart,stupid,0.35
man,woman,0.67
football,tennis,0.45
food,preparation,0.28
dividend,payment,0.44
skin,eye,0.51
boy,lad,0.37
stock,live,0.09
peace,insurance,0.11
aluminum,metal,0.58
credit,card,0.24
experience,music,0.16
furnace,stove,0.39
stock,market,0.33
street,place,0.15
king,queen,0.52
benchmark,index,0.33
family,planning,0.07
government,crisis,0.22
cup,artifact,0.03
lawyer,evidence,0.1
start,year,0.18
hundred,percent,0.32
admission,ticket,0.25
drug,abuse,0.42
brother,monk,0.36
murder,manslaughter,0.54
situation,conclusion,0.29
psychology,science,0.59
life,term,0.12
monk,oracle,0.28
practice,institution,0.23
seafood,sea,0.13
deployment,withdrawal,0.43
chord,smile,0.25
production,hike,0.1
money,bank,0.18
money,possession,0.24
tiger,feline,0.22
marathon,sprint,0.4
television,radio,0.57
closet,clothes,0.36
governor,interview,0.19
profit,warning,0.15
morality,importance,0.4
precedent,collection,0.13
concert,virtuoso,0.26
prejudice,recognition,0.23
cup,food,0.05
tiger,cat,0.48
company,stock,0.27
tiger,carnivore,0.22
dividend,calculation,0.29
stock,jaguar,0.19
lover,quarrel,0.34
summer,drought,0.15
game,victory,0.26
law,lawyer,0.3
phone,equipment,0.26
seven,series,0.19
rooster,voyage,0.13
bishop,rabbi,0.41
love,sex,0.31
psychology,anxiety,0.22
movie,theater,0.26
jaguar,cat,0.36
gender,equality,0.45
development,issue,0.14
cup,coffee,0.08
smart,student,0.11
liability,insurance,0.43
volunteer,motto,0.17
money,currency,0.33
viewer,serial,0.22
sugar,approach,0.09
bread,butter,0.62
computer,internet,0.41
equipment,maker,0.24
computer,software,0.58
grocery,money,0.17
fuck,sex,0.22
reason,hypertension,0.18
life,death,0.25
drink,car,0.19
oil,stock,0.23
month,hotel,0.08
psychology,mind,0.25
day,summer,0.24
stroke,hospital,0.17
doctor,nurse,0.45
crane,implement,0.16
holy,sex,0.09
dollar,yen,0.42
peace,atmosphere,0.16
tiger,organism,0.15
man,governor,0.08
planet,astronomer,0.12
psychology,doctor,0.21
cup,drink,0.06
announcement,warning,0.27
nature,environment,0.42
space,world,0.07
planet,space,0.25
cup,substance,0.02
tiger,mammal,0.23
journal,association,0.27
peace,plan,0.19
listing,proximity,0.01
shore,woodland,0.25
money,operation,0.12
century,year,0.12
cucumber,potato,0.46
telephone,communication,0.35
vodka,brandy,0.34
network,hardware,0.35
five,month,0.22
planet,galaxy,0.47
lad,brother,0.22
monk,slave,0.25
population,development,0.1
professor,cucumber,0.03
bed,closet,0.36
money,cash,0.56
atmosphere,landscape,0.33
movie,star,0.25
shower,thunderstorm,0.28
wood,forest,0.26
space,chemistry,0.14
money,withdrawal,0.14
cemetery,woodland,0.29
tiger,fauna,0.23
discovery,space,0.2
energy,laboratory,0.24
reason,criterion,0.34
listing,category,0.08
arrival,hotel,0.2
liquid,water,0.54
stock,life,0.04
line,insurance,0.04
money,property,0.32
coast,forest,0.15
precedent,group,0.12
train,car,0.43
game,series,0.29
minority,peace,0.16
noon,string,0.15
cup,tableware,0.05
energy,secretary,0.08
mile,kilometer,0.52
calculation,computation,0.66
music,project,0.11
doctor,personnel,0.1
psychology,discipline,0.43
death,row,0.1
record,number,0.11
game,defeat,0.18
tiger,tiger,1.0
bird,crane,0.31
video,archive,0.32
delay,news,0.12
psychology,depression,0.11
seafood,food,0.5
jaguar,car,0.33
change,attitude,0.36
announcement,news,0.24
weapon,secret,0.2
morality,marriage,0.25
news,report,0.27
doctor,liability,0.1
luxury,car,0.32
precedent,cognition,0.21
baseball,season,0.2
money,deposit,0.33
environment,ecology,0.46
football,soccer,0.63
computer,news,0.12
alcohol,chemistry,0.15
seafood,lobster,0.38
planet,sun,0.33
precedent,example,0.34
plane,car,0.39
book,library,0.15
ministry,culture,0.24
secretary,senate,0.31
professor,doctor,0.29
hospital,infrastructure,0.13
planet,people,0.15
registration,arrangement,0.24
lobster,wine,0.24
king,cabbage,0.09
football,basketball,0.59
opera,industry,0.06
precedent,information,0.21
magician,wizard,0.51
forest,graveyard,0.25
planet,constellation,0.27
fertility,egg,0.24
precedent,antecedent,0.27
hotel,reservation,0.24
cup,liquid,0.04
architecture,century,0.15
victim,emergency,0.18
stock,egg,0.18
bank,money,0.18
psychology,cognition,0.43
planet,moon,0.45
start,match,0.18
computer,keyboard,0.37
cup,entity,0.04
situation,isolation,0.39
street,avenue,0.66
psychology,fear,0.12
problem,airport,0.07
king,rook,0.18
sign,recess,0.14
currency,market,0.32
disaster,area,0.11
car,automobile,0.58
gem,jewel,0.44
life,lesson,0.21
lad,wizard,0.31
deployment,departure,0.27
dollar,loss,0.13
glass,magician,0.17
report,gain,0.1
shower,flood,0.2
baby,mother,0.48
lobster,food,0.25
book,paper,0.36
boxing,round,0.11
stock,phone,0.14
direction,combination,0.26
decoration,valor,0.28
planet,star,0.27
drink,ear,0.24
vodka,gin,0.33
canyon,landscape,0.23
museum,theater,0.33
president,medal,0.09
profit,loss,0.25
fighting,defeating,0.23
century,nation,0.12
exhibit,memorabilia,0.28
television,film,0.43
tiger,zoo,0.23
energy,crisis,0.17
board,recommendation,0.26
water,seepage,0.34
