student,professor,0.57
street,block,0.66
coast,shore,0.49
consumer,confidence,0.24
drink,mother,0.25
food,fruit,0.38
food,rooster,0.27
size,prominence,0.07
soap,opera,0.26
cup,article,0.47
consumer,energy,0.36
focus,life,0.33
drink,eat,0.58
investor,earning,0.48
problem,challenge,0.38
arrangement,accommodation,0.53
school,center,0.24
country,citizen,0.52
possibility,girl,0.4
impartiality,interest,0.25
computer,laboratory,0.44
championship,tournament,0.78
disability,death,0.32
death,inmate,0.45
game,team,0.69
credit,information,0.36
day,dawn,0.75
travel,activity,0.48
attempt,peace,0.48
tiger,jaguar,0.65
psychology,psychiatry,0.74
game,round,0.72
psychology,clinic,0.39
cup,object,0.21
chance,credibility,0.41
production,crew,0.52
weather,forecast,0.43
word,similarity,0.35
summer,nature,0.2
bird,cock,0.28
investigation,effort,0.4
money,dollar,0.4
coast,hill,0.4
preservation,world,0.2
tennis,racket,0.29
announcement,production,0.55
territory,kilometer,0.32
observation,architecture,0.32
tool,implement,0.51
delay,racism,0.37
type,kind,0.46
tiger,animal,0.39
money,wealth,0.49
dollar,buck,0.41
dollar,profit,0.67
money,laundering,0.14
journey,voyage,0.76
treatment,recovery,0.46
image,surface,0.47
psychology,health,0.35
theater,history,0.64
opera,performance,0.39
midday,noon,0.86
journey,car,0.6
nature,man,0.36
cell,phone,0.31
movie,critic,0.38
announcement,effort,0.56
competition,price,0.62
car,flight,0.63
rock,jazz,0.65
movie,popcorn,0.57
drink,mouth,0.13
territory,surface,0.42
asylum,madhouse,0.35
glass,metal,0.18
precedent,law,0.25
governor,office,0.57
minister,party,0.24
smart,stupid,0.43
man,woman,0.81
football,tennis,0.5
food,preparation,0.51
dividend,payment,0.7
skin,eye,0.55
boy,lad,0.58
stock,live,0.28
peace,insurance,0.21
aluminum,metal,0.27
credit,card,0.49
experience,music,0.39
furnace,stove,0.56
stock,market,0.48
street,place,0.39
king,queen,0.65
benchmark,index,0.63
family,planning,0.31
government,crisis,0.58
cup,artifact,0.19
lawyer,evidence,0.29
start,year,0.81
hundred,percent,0.14
